"","INSTNM","ZIP","st_fips","region","CONTROL","DEBT_MDN_SUPP","GRAD_DEBT_MDN","GRAD_DEBT_N","WDRAW_DEBT_MDN","WDRAW_DEBT_N","mn_earn_wne_p10","md_earn_wne_p10","pct10_earn_wne_p10","pct25_earn_wne_p10","pct75_earn_wne_p10","pct90_earn_wne_p10","ADM_RATE","PCTPELL","C150_4"
"1735","Pennsylvania State University-Penn State Abington","19001-3918",42,2,1,20125,25000,19297,11000,15764,53500,47500,14400,30000,69700,94200,0.79,0.4157,0.4411
"1736","Pennsylvania State University-Penn State Schuylkill","17972-2202",42,2,1,20125,25000,19297,11000,15764,53500,47500,14400,30000,69700,94200,0.8352,0.587,0.4555
"1737","Pennsylvania State University-Penn State York","17403-3326",42,2,1,20125,25000,19297,11000,15764,53500,47500,14400,30000,69700,94200,0.8443,0.3173,0.4694
"1738","Peirce College","19102-4699",42,2,2,19966,37600,449,14250,1326,46600,44700,9400,27000,61600,80100,NA,0.511,0.3333
"1739","Pennsylvania Academy of the Fine Arts","19102-1510",42,2,2,20000,25000,67,9125,44,24700,20900,NA,NA,NA,NA,0.8925,0.3603,0.7333
"1740","Pennsylvania College of Art and Design","17608-0059",42,2,2,12875,26500,73,7010,93,28600,27300,NA,NA,NA,NA,0.3922,0.3901,0.52
"1741","University of Pennsylvania","19104-6303",42,2,2,17750,19125,2024,12500,673,113400,78200,22700,49900,129500,236200,0.1243,0.1309,0.958
"1742","Philadelphia University","19144-5497",42,2,2,21557,25000,973,7509,584,50300,48700,13400,30900,65600,85300,0.7082,0.2828,0.5813
"1743","The University of the Arts","19102-4901",42,2,2,23005,25000,669,11375,448,35200,31100,7100,16000,48700,67600,0.6716,0.2949,0.6157
"1744","Philadelphia Biblical University-Langhorne","19047-2990",42,2,2,19125,23000,317,10500,305,36100,32600,6000,15800,47800,67200,0.7245,0.4319,0.6436
"1745","Philadelphia College of Osteopathic Medicine","19131",42,2,2,2000,2000,306,2000,40,176600,148400,61200,103000,233900,250000,NA,NA,NA
"1746","University of the Sciences","19104-4495",42,2,2,25000,26625,732,8750,298,87700,85800,27100,50700,124400,143400,0.6435,0.2738,0.6468
"1747","University of Pittsburgh-Bradford","16701",42,2,1,20500,24811.5,7440,11000,4804,55200,48200,16100,31400,70000,95300,0.8283,0.4659,0.4739
"1748","University of Pittsburgh-Greensburg","15601",42,2,1,20500,24811.5,7440,11000,4804,55200,48200,16100,31400,70000,95300,0.8463,0.3785,0.5154
"1749","University of Pittsburgh-Johnstown","15904",42,2,1,20500,24811.5,7440,11000,4804,55200,48200,16100,31400,70000,95300,0.8836,0.34,0.5979
"1750","University of Pittsburgh-Pittsburgh Campus","15260",42,2,1,20500,24811.5,7440,11000,4804,55200,48200,16100,31400,70000,95300,0.5777,0.1907,0.7872
"1751","Pittsburgh Theological Seminary","15206-2596",42,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1752","Point Park University","15222-1984",42,2,2,22000,26991,1061,15047,1581,42500,37900,9800,23100,54800,79600,0.7456,0.4283,0.5
"1753","Reconstructionist Rabbinical College","19095-1898",42,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1754","Reformed Presbyterian Theological Seminary","15208-2594",42,2,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1755","The Restaurant School at Walnut Hill College","19104",42,2,3,12000,20000,134,9500,186,35000,30100,7400,17400,47900,63000,NA,0.4125,0.4906
"1756","Robert Morris University","15108-1189",42,2,2,19000,25000,1159,10000,1175,49200,44900,14600,30100,61800,84100,0.7906,0.3646,0.5942
"1757","Rosemont College","19010-1699",42,2,2,21000,27850,104,15000,229,50500,45800,10500,25300,64200,89300,0.5359,0.6467,0.5833
"1758","Saint Francis University","15940",42,2,2,23000,NA,NA,23000,932,51400,46900,16000,30700,66900,88500,0.7662,0.6081,0.6401
"1759","Saint Joseph's University","19131-1395",42,2,2,19500,23250,1340,11840.5,720,65400,58500,20000,42000,79800,105000,0.7772,0.144,0.7582
"1760","Saint Vincent College","15650-2690",42,2,2,24341.5,27000,558,10275,328,49500,44200,15300,30400,60500,84200,0.6704,0.293,0.7256
"1761","Saint Vincent Seminary","15650-2690",42,2,2,24341.5,27000,558,10275,328,49500,44200,15300,30400,60500,84200,NA,NA,NA
"1762","University of Scranton","18510-4629",42,2,2,23500,25000,1257,11622.5,590,61500,56000,19800,38000,78500,103100,0.7209,0.2122,0.7709
"1763","Seton Hill University","15601",42,2,2,21000,25000,505,11500,466,40300,35600,10600,22500,51300,73300,0.6694,0.3615,0.4474
"1764","Shippensburg University of Pennsylvania","17257-2299",42,2,1,15750,23907,1651,9456.5,2450,49400,45200,17700,32800,61100,80400,0.7997,0.2895,0.5953
"1765","Slippery Rock University of Pennsylvania","16057-1383",42,2,1,19500,25000,1896,12500,2610,40600,39000,11200,25100,51700,68500,0.6706,0.3293,0.5909
"1766","Saint Charles Borromeo Seminary-Overbrook","19096",42,2,2,10350,NA,10,8125,22,NA,NA,NA,NA,NA,NA,1,0.1544,0.5
"1767","Susquehanna University","17870-1025",42,2,2,19000,22750,703,8000,336,55000,50000,19800,36000,67200,90100,0.7324,0.2347,0.7715
"1768","Swarthmore College","19081",42,2,2,15000,15247,234,10500,35,67900,49400,10700,28000,74100,114500,0.1508,0.1529,0.946
"1769","Talmudical Yeshiva of Philadelphia","19131",42,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7358,0.3182,0.5
"1770","Temple University","19122-6096",42,2,1,20125,23000,8940,12500,5973,51900,46500,12600,29000,66000,92100,0.6284,0.3508,0.6759
"1771","Thiel College","16125-2181",42,2,2,14250,25800,207,10350,517,39400,37200,12900,23800,49600,66700,0.6371,0.4827,0.3888
"1772","Thomas Jefferson University","19107",42,2,2,13000,13500,685,12500,289,90900,78000,32700,56900,98900,156500,NA,0.2332,0.7041
"1773","Trinity Episcopal School for Ministry","15003-2397",42,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1774","Ursinus College","19426-1000",42,2,2,25000,26000,586,10750,186,57300,51500,18000,35800,71300,92200,0.7015,0.2182,0.8005
"1775","Valley Forge Christian College","19460",42,2,2,21500,25000,36,20500,587,32500,28500,6200,17100,43700,63200,0.7629,0.465,0.5524
"1776","Villanova University","19085-1699",42,2,2,23124.5,24710,1485,18000,609,84100,73700,30300,51400,99000,136600,0.4397,0.1145,0.9046
"1777","Washington & Jefferson College","15301",42,2,2,25000,25875,495,8750,190,56500,49900,18800,35400,71100,96100,0.4298,0.2548,0.7383
"1778","Waynesburg University","15370-1257",42,2,2,19125,24750,596,11922.5,612,48900,44700,15100,28800,64800,84800,0.7501,0.3742,0.5735
"1779","West Chester University of Pennsylvania","19383",42,2,1,18673.5,21728.5,3038,12398.5,2762,48800,46500,14300,30900,61200,80900,0.4651,0.2359,0.6839
"1780","Westminster College","16172",42,2,2,22216.5,25000,458,8750,273,48400,44400,15100,30400,58400,83000,0.6083,0.3364,0.7417
"1781","Westminster Theological Seminary","19038",42,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1782","Widener University-Main Campus","19013-5792",42,2,2,19500,25781.5,1018,9554,1095,55900,51700,16600,34000,70700,92200,0.701,0.2859,0.5418
"1783","Wilkes University","18766",42,2,2,19750,25000,744,9500,625,57000,49900,15300,31000,73100,112500,0.7545,0.3164,0.5783
"1784","Wilson College","17201-1285",42,2,2,19000,26635,113,13575,300,34800,32600,7100,20000,49300,62200,0.5175,0.3413,0.5405
"1785","Yeshivath Beth Moshe","18505",42,2,2,NA,NA,0,11625,26,NA,NA,NA,NA,NA,NA,NA,0.4167,0.5882
"1786","York College Pennsylvania","17403-3651",42,2,2,19000,24000,1376,9500,1299,50200,47900,14900,32800,64100,83000,0.7266,0.2387,0.6002
"1787","Brown University","02912",44,1,2,12958,13022,1065,11878.5,274,81400,59700,17200,38900,94000,161000,0.0891,0.1548,0.9521
"1788","Bryant University","02917-1291",44,1,2,25000,26000,1156,9235.5,376,67300,61900,26900,44500,81900,107700,0.767,0.1712,0.772
"1789","Johnson & Wales University-Providence","02903-3703",44,1,2,19334,25618.5,4576,11918,5872,38500,35100,9100,20600,51400,68100,0.7649,0.338,0.5282
"1790","New England Institute of Technology","02886-2244",44,1,2,14500,20000,1283,12000,2131,41400,38800,8900,22900,57000,75500,NA,0.481,0.4913
"1791","Providence College","02918-0001",44,1,2,24250,25000,1139,11893,434,67400,59600,24300,43900,81400,110400,0.6056,0.1253,0.8496
"1792","Rhode Island College","02908",44,1,1,13181,19750,1319,10000,2391,40600,39600,9700,23400,53700,69300,0.7525,0.3653,0.4422
"1793","University of Rhode Island","02881",44,1,1,16500,20500,3146,11000,2763,53200,48200,15100,30900,69100,93800,0.8627,0.2781,0.6314
"1794","Rhode Island School of Design","02903-2784",44,1,2,21000,21500,467,16000,98,48900,47300,7400,23200,67100,87900,0.3372,0.1792,0.8691
"1795","Roger Williams University","02809-2921",44,1,2,19125,24791,943,11077.5,898,51000,47200,15100,30800,64700,87300,0.777,0.142,0.5938
"1796","Salve Regina University","02840-4192",44,1,2,22237.5,25000,587,6500,359,50800,48300,15400,32900,64400,84900,0.6953,0.2312,0.726
"1797","Zion Bible College","01835",25,1,2,12250,25000,63,8250,100,29700,25000,NA,NA,NA,NA,NA,0.4536,0.7838
"1798","Allen University","29204",45,5,2,10747.5,31980,141,9500,481,22600,19400,3200,10300,29300,42700,NA,0.8974,0.0927
"1799","Anderson University","29621-4035",45,5,2,17500,24798,496,10250,687,36600,32800,9100,20700,45300,63100,0.728,0.3789,0.4807
"1800","Charleston Southern University","29406-9121",45,5,2,14250,27125,669,9500,1439,39500,36100,10000,22000,49600,71200,0.6456,0.4509,0.3844
"1801","Benedict College","29204-1086",45,5,2,15250,40000,642,9709,2085,24500,21400,3900,11000,33700,45400,NA,0.8722,0.2647
"1802","Bob Jones University","29614-0001",45,5,3,12000,16500,487,8590,657,NA,NA,NA,NA,NA,NA,NA,0.3992,0.6196
"1803","Southern Wesleyan University","29630-1020",45,5,2,24700,30200,558,19000,825,47700,41300,13800,27500,62300,88400,0.9736,0.476,0.3807
"1804","College of Charleston","29424-0001",45,5,1,15420,20248,1963,10250,1671,44700,39700,10900,24900,56600,81300,0.7,0.2199,0.6326
"1805","Citadel Military College of South Carolina","29409",45,5,1,17587,21500,525,13313,529,55100,52500,14300,33400,71000,91300,0.5705,0.2346,0.7033
"1806","Claflin University","29115-4498",45,5,2,22951,30671,529,14288,643,31100,27500,6900,17900,39800,57400,0.3456,0.787,0.4
"1807","Clemson University","29634",45,5,1,19500,21500,3009,13000,1772,55400,49400,17500,33300,71800,93900,0.5766,0.1844,0.8044
"1808","Coker College","29550",45,5,2,23000,33000,379,10552.5,380,37300,32800,11500,21900,44000,60500,0.5287,0.6401,0.4865
"1809","Columbia International University","29203-1513",45,5,2,16750,21237,131,13750,145,29700,29600,3000,14700,40500,53100,0.6667,0.5532,0.5778
"1810","Columbia College","29203",45,5,2,24887.5,30821,387,12853,340,34400,31800,7300,19700,43000,62300,0.6884,0.648,0.4952
"1811","Converse College","29302-0006",45,5,2,18062.5,24265,173,12000,319,35600,33400,8700,20300,45300,59700,0.5311,0.4438,0.5989
"1812","Erskine College and Seminary","29639",45,5,2,14210,25000,147,5752,129,39800,36000,12000,23700,47800,66600,0.6682,0.302,0.547
"1813","Francis Marion University","29506",45,5,1,19500,29509.5,874,13308,1505,36200,32300,10200,20900,46400,63500,0.5868,0.4121,0.4166
"1814","Furman University","29613-6162",45,5,2,20500,23000,500,8979.5,196,54500,47500,13600,29600,68300,97400,0.6953,0.1539,0.8692
"1815","Lander University","29649-2099",45,5,1,12412.5,24250,574,9500,1205,36200,33900,11400,23000,47200,61500,0.4626,0.4917,0.3694
"1816","Limestone College","29340-3799",45,5,2,22934,29250,689,17404,1543,39300,36100,8900,23400,51200,69600,0.5056,0.5262,0.4129
"1817","Lutheran Theological Southern Seminary","29203-5898",45,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1818","Medical University of South Carolina","29425",45,5,1,3000,3000,703,2110,68,94100,73400,26900,48600,111000,171200,NA,0.1245,NA
"1819","Morris College","29150-3599",45,5,2,10550,26537.5,210,8250,755,25100,23200,6900,13500,32600,46200,NA,0.9036,0.3285
"1820","Newberry College","29108",45,5,2,16770,26000,296,9500,397,35000,33300,9300,20500,43300,60800,0.6086,0.4372,0.3527
"1821","North Greenville University","29688-1892",45,5,2,12000,19500,419,7715,507,32600,31200,6500,18700,41800,58600,0.5798,0.413,0.4589
"1822","Presbyterian College","29325",45,5,2,14000,22000,200,6500,167,45400,41300,17100,31400,57500,77200,0.6739,0.2416,0.6805
"1823","University of South Carolina-Aiken","29801",45,5,1,14764,24250,712,9500,1018,40800,37000,10700,26100,51600,72000,0.5029,0.4061,0.4146
"1824","University of South Carolina-Beaufort","29909",45,5,1,10125,24250.5,290,7851,871,34300,32400,5800,16700,46400,63400,0.7388,0.366,0.2103
"1825","University of South Carolina-Columbia","29208",45,5,1,17653,21500,5391,10408,3403,49800,42100,12900,28100,62000,89600,0.6986,0.245,0.7019
"1826","Coastal Carolina University","29526",45,5,1,13000,22625,1699,8750,3341,39600,36200,9800,22100,50200,70100,0.7439,0.3729,0.4628
"1827","South Carolina State University","29117-0001",45,5,1,19000,32750,788,13000,1961,34000,30400,9400,18500,44200,61300,0.9581,0.7342,0.3463
"1828","University of South Carolina-Upstate","29303-4999",45,5,1,16000,22606,1481,10789,1837,39500,36100,10900,22900,50300,69800,0.5866,0.4429,0.3872
"1829","Sherman College of Straight Chiropractic","29316",45,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1830","Voorhees College","29042",45,5,2,11000,27094,103,9500,513,29400,26400,5500,14700,41300,55900,0.5061,0.875,0.3387
"1831","Winthrop University","29733",45,5,1,20500,26044,1378,10251,1273,38500,36100,10200,25000,47500,64600,0.6841,0.3959,0.5773
"1832","Wofford College","29303-3663",45,5,2,19975,22125,295,9055,107,56600,46800,15100,32900,66800,98400,0.6482,0.2025,0.7906
"1833","Augustana College","57197-0001",46,4,2,23017,26000,451,12000,408,47700,42600,15900,29100,57300,80800,0.797,0.262,0.6513
"1834","Black Hills State University","57799-9500",46,4,1,12750,24750,501,10000,1930,37800,34400,10000,21000,48700,67900,0.9417,0.3783,0.286
"1835","Dakota State University","57042-1799",46,4,1,13000,24201,386,9000,835,41900,37400,14800,27100,51300,71200,0.9156,0.2477,0.3679
"1836","Dakota Wesleyan University","57301-4398",46,4,2,15750,24870,174,11937.5,376,38000,34100,11300,22600,47600,62800,0.7605,0.4717,0.416
"1837","Mount Marty College","57078-3724",46,4,2,18287.5,27000,241,9500,314,37200,32300,10200,22500,45500,60500,0.6947,0.3518,0.5108
"1838","National American University-Rapid City","57701-3692",46,4,3,11351.5,31929,1375,9500,10259,43000,37800,8100,20600,57800,82600,NA,0.5953,0.2833
"1839","National American University-Sioux Falls","57108-4293",46,4,3,11351.5,31929,1375,9500,10259,43000,37800,8100,20600,57800,82600,NA,0.7152,0.2903
"1840","Sioux Falls Seminary","57105",46,4,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1841","Northern State University","57401-7198",46,4,1,11961.5,24487.5,420,8250,827,36000,33200,9900,22300,45100,62900,0.9374,0.293,0.3723
"1842","Oglala Lakota College","57752-0490",46,4,1,NA,NA,NA,NA,NA,22800,20000,1600,5900,34300,46500,NA,0.6353,0.1194
"1843","Presentation College","57401-1280",46,4,2,17700,26750,203,9500,324,39600,37100,9200,24600,50300,68700,0.75,0.4759,0.3922
"1844","South Dakota School of Mines and Technology","57701-3995",46,4,1,13284.5,24000,325,8250,497,57000,52300,16500,31500,76400,103200,0.8786,0.2615,0.4574
"1845","South Dakota State University","57007-1898",46,4,1,15125,23500,2593,8250.5,3380,46100,40600,15500,27700,57700,80000,0.923,0.304,0.5869
"1846","Sinte Gleska University","57555-0105",46,4,2,NA,NA,NA,NA,NA,22500,21400,2800,9300,32800,43700,NA,0.1761,0.0814
"1847","University of Sioux Falls","57105-1699",46,4,2,18239.5,24000,388,12000,476,40000,36900,12700,22500,49100,70300,0.7276,0.3042,0.5864
"1848","University of South Dakota","57069-2390",46,4,1,15000,22832,1742,9500,2699,44400,39500,12600,26000,54000,73400,0.8893,0.313,0.4816
"1849","American Baptist College","37207-9980",47,5,2,8129.5,NA,11,6000,29,NA,NA,NA,NA,NA,NA,NA,0.9091,1
"1850","Aquinas College","37205",47,5,2,24750,27875,256,18750,293,51600,44400,14100,28900,61900,93100,0.7671,0.36,0.2564
"1851","Austin Peay State University","37044",47,5,1,16052,24000,1497,13223,4411,37600,34700,8000,20200,49200,68200,0.8759,0.5104,0.3409
"1852","Baptist Memorial College of Health Sciences","38104",47,5,2,24500,29250,328,21000,303,56700,54900,20300,37800,69800,89000,0.68,0.4677,0.6429
"1853","Belmont University","37212-3757",47,5,2,17750,21500,1108,8000,635,44900,39100,9600,22900,56500,83800,0.8151,0.1614,0.6789
"1854","Bethel University","38201",47,5,2,14250,24025,692,9500,2259,42100,35200,9700,22400,53800,79200,0.482,0.5781,0.3205
"1855","Bryan College-Dayton","37321-7000",47,5,2,10403,18250,204,9323.5,576,40800,35500,6200,20800,51800,69600,0.5718,0.3847,0.5628
"1856","Carson-Newman College","37760",47,5,2,14000,22969,456,7500,577,41000,35400,8500,22300,48500,68300,0.6725,0.416,0.4454
"1857","Christian Brothers University","38104",47,5,2,18625,25000,323,11831.5,468,50300,45300,15300,29200,65200,87500,0.479,0.4457,0.5216
"1858","Pentecostal Theological Seminary","37320-3330",47,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1859","Cumberland University","37087",47,5,2,18250,23625,290,12500,421,38500,35000,10200,22200,48800,67300,0.4863,0.4018,0.341
"1860","Lipscomb University","37204-3951",47,5,2,13500,23250,659,7937.5,704,45400,39000,13400,24400,58600,82200,0.5125,0.2988,0.6269
"1861","Daymar Institute-Nashville","37217",47,5,3,13680,21895,1091,8344,2131,24700,22500,3400,10700,33900,46400,NA,0.675,0.4015
"1862","East Tennessee State University","37614-0000",47,5,1,12750,18714,2188,10261,4063,38900,34000,8700,19500,48300,69400,0.8506,0.4352,0.4441
"1863","Emmanuel Christian Seminary","37601-9989",47,5,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1864","Fisk University","37208-4501",47,5,2,21437.5,28797,93,15000,224,36200,33800,8200,20300,46600,61100,0.9817,0.6042,0.4528
"1865","Free Will Baptist Bible College","37205-0117",47,5,2,13000,27000,45,8500,102,36500,31200,10600,20700,48200,64200,NA,0.4397,0.5161
"1866","Freed-Hardeman University","38340-2399",47,5,2,17125,24250,406,10750,499,40000,37000,6400,20200,51700,74800,0.9917,0.3913,0.5147
"1867","Hiwassee College","37354-4001",47,5,2,4500,NA,15,3750,156,29600,25500,6600,14100,40800,55600,0.6303,0.6903,0.292
"1868","Johnson University","37998",47,5,2,12000,19000,133,8250,265,30400,29400,6600,14600,38800,58800,0.6126,0.5074,0.5761
"1869","King College","37620-2699",47,5,2,15000,18000,640,11000,502,47100,39700,12800,24400,58900,91100,0.6648,0.4081,0.4087
"1870","South College","37909-0000",47,5,3,13000,33110,279,9501,1026,24600,22400,2700,10300,33900,47400,NA,0.6527,0.2
"1871","Lane College","38301-4598",47,5,2,11400,25625,557,8715,1411,27100,25000,5400,14200,36800,50600,0.3346,0.9113,0.3364
"1872","Le Moyne-Owen College","38126-6595",47,5,2,10750,NA,NA,10875,984,32600,28300,8700,17000,44400,60200,0.4018,0.8146,0.1489
"1873","Lee University","37311",47,5,2,17267.5,25500,877,10000,1239,34600,32400,6100,18000,44800,60400,0.6123,0.3707,0.4901
"1874","Lincoln Memorial University","37752-9900",47,5,2,13955,18284,438,12012,974,41000,37500,12400,23600,50700,69900,0.6497,0.5134,0.518
"1875","Martin Methodist College","38478-2799",47,5,2,11819,24500,233,8250,514,32300,29100,4100,16600,41900,58900,NA,0.6011,0.4922
"1876","Maryville College","37804-5907",47,5,2,19500,NA,16,19500,605,41200,36500,12600,23000,50100,76400,0.6632,0.4185,0.5405
"1877","Meharry Medical College","37208",47,5,2,NA,NA,NA,NA,NA,155000,126700,NA,NA,NA,NA,NA,NA,NA
"1878","Memphis College of Art","38104-2764",47,5,2,19500,26429,98,12500,139,29400,26700,5400,14400,40800,55500,0.454,0.5455,0.3214
"1879","University of Memphis","38152",47,5,1,18375,24439,3491,14250,6618,41600,37000,8800,22400,54200,74200,0.6632,0.491,0.3822
"1880","Memphis Theological Seminary","38104-4395",47,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1881","Victory University","38111-1375",47,5,3,22000,NA,NA,22000,776,43200,39000,9600,23600,55900,75000,0.3109,0.7775,0.1034
